Date,Open,High,Low,Close,Adj Close,Volume
23/05/2023,109.769997,111.059998,108.190002,108.779999,108.060661,11790400
24/05/2023,109,109.099998,107.199997,108.290001,107.573906,8503200
25/05/2023,108.349998,108.970001,107.419998,107.480003,106.769264,6729800
26/05/2023,107,108.449997,107,107.510002,106.799065,7911200
30/05/2023,108.400002,108.879997,106.269997,106.519997,105.815605,9335200
31/05/2023,105.699997,106.169998,104.830002,105.260002,104.563942,21465200
01/06/2023,104.18,104.599998,102.900002,103.629997,102.944717,12025200
02/06/2023,107.629997,108.419998,106.129997,107.779999,107.419708,11835000
05/06/2023,107.879997,107.879997,105.18,105.199997,104.848328,7434000
06/06/2023,105.489998,106.75,105.199997,106.190002,105.835022,7896300
07/06/2023,106.040001,108.239998,105.419998,107.089996,106.73201,11123900
08/06/2023,107.160004,107.519997,105.669998,106.199997,105.844986,9137600
09/06/2023,105.910004,106.279999,105.349998,105.860001,105.506126,5795200
12/06/2023,106.290001,106.849998,104.599998,106.830002,106.472885,7964600
13/06/2023,107.139999,107.480003,106.290001,106.779999,106.42305,8460500
14/06/2023,107.480003,113.400002,107.480003,112.860001,112.482727,17415500
15/06/2023,111.830002,112.82,110.160004,112.410004,112.034233,10374200
16/06/2023,114,114.760002,113.059998,113.589996,113.210281,14443700
20/06/2023,111.410004,112.82,108.959999,109.540001,109.17382,10602400
21/06/2023,109.129997,110.360001,108.709999,109.980003,109.612358,8377800
22/06/2023,110.82,111.25,109.779999,110.459999,110.090744,6002900
23/06/2023,107.75,110.290001,107.300003,109.519997,109.153885,14324200
26/06/2023,109.669998,112.209999,109.669998,111.739998,111.366463,6887100
27/06/2023,112.529999,114.18,112.43,113.610001,113.230217,7138600
28/06/2023,113.339996,113.75,112.120003,113.029999,112.652153,6766000
29/06/2023,113.599998,114.269997,112.610001,113.370003,112.99102,12465500
30/06/2023,111.589996,112.25,109.800003,110.370003,110.001053,19614400
03/07/2023,111.059998,111.300003,109.110001,109.110001,108.745262,5734200
05/07/2023,108.620003,108.910004,106.540001,107.099998,106.741974,10405300
06/07/2023,105.290001,106.089996,103.669998,105.099998,104.748665,9923500
07/07/2023,104.800003,105.470001,104.029999,104.459999,104.110802,7460200
10/07/2023,104.480003,106.309998,104.25,105.779999,105.426392,5374600
11/07/2023,105.650002,107.620003,105.620003,107.389999,107.031006,5457200
12/07/2023,108.529999,109.089996,107.220001,107.760002,107.399773,8305000
13/07/2023,109.07,109.129997,107.68,107.839996,107.4795,6692300
14/07/2023,107.940002,108.639999,107.190002,107.949997,107.589134,6932300
17/07/2023,107.260002,109.099998,106.760002,108.709999,108.346596,6682900
18/07/2023,108.580002,110.339996,108.309998,109.720001,109.353218,5717900
19/07/2023,109.080002,110.25,108.580002,109.879997,109.51268,5027100
20/07/2023,109.57,110.019997,107.480003,107.529999,107.17054,6458000
21/07/2023,108,109.290001,107.510002,109.059998,108.695427,6630200
24/07/2023,110.410004,110.550003,108.510002,108.769997,108.406395,6787600
25/07/2023,108.279999,108.849998,107.389999,108.300003,107.937973,7692800
26/07/2023,108.300003,109.589996,107.949997,109.300003,108.934631,5148900
27/07/2023,109.830002,110.230003,107.400002,107.669998,107.310074,6544600
28/07/2023,108.110001,108.959999,107.629997,108.620003,108.256897,5988300
31/07/2023,109.410004,110.849998,109.050003,110.389999,110.020981,6406000
01/08/2023,110,110.529999,109.139999,109.400002,109.034294,4566700
02/08/2023,108.279999,108.519997,107.449997,107.510002,107.150612,6213200
03/08/2023,107,109.089996,106.650002,108.639999,108.276833,5084300
04/08/2023,108.709999,110.309998,108.239998,108.809998,108.446259,5617600
07/08/2023,109.870003,110.940002,109.18,110.480003,110.11068,4887300
08/08/2023,109.629997,109.889999,107.349998,109.690002,109.323326,5851900
09/08/2023,109.790001,110.019997,108.300003,109.690002,109.323326,4328600
10/08/2023,110.309998,111.949997,108.519997,109.029999,108.665527,7276500
11/08/2023,108.900002,109.529999,107.860001,108.089996,107.728668,5104300
14/08/2023,107.919998,108.300003,107.07,107.639999,107.280174,5305200
15/08/2023,106.07,106.82,105.599998,106.550003,106.193817,6197600
16/08/2023,106.07,108.379997,106.07,106.529999,106.173882,5953100
17/08/2023,107.43,107.830002,104.779999,105.050003,104.698837,5692800
18/08/2023,103.830002,105.050003,103.760002,104.809998,104.459633,5835200
21/08/2023,105.470001,105.480003,102.629997,102.860001,102.516151,6697600
22/08/2023,100.959999,102.370003,100.730003,101.459999,101.120834,9820100
23/08/2023,96.980003,99.190002,96.550003,98.75,98.419891,20909100
24/08/2023,98.699997,99.190002,97.559998,97.629997,97.303635,10310000
25/08/2023,98.5,99.089996,97.809998,98.839996,98.50959,7290600
28/08/2023,99.589996,100.059998,98.870003,99.629997,99.296944,6006600
29/08/2023,100.029999,102.160004,99.720001,101.769997,101.429794,8641600
30/08/2023,101.639999,102.809998,101.510002,102.099998,101.75869,4822100
31/08/2023,102.620003,102.889999,101.610001,101.709999,101.369995,7046200
01/09/2023,101.970001,102.959999,101.519997,102.360001,102.360001,6359400
05/09/2023,101.5,101.959999,100.230003,100.32,100.32,6698700
06/09/2023,99.760002,100.309998,99.029999,100.18,100.18,6096000
07/09/2023,98.260002,98.760002,97.639999,97.93,97.93,9927100
08/09/2023,98.099998,98.129997,97.279999,97.669998,97.669998,6435000
11/09/2023,98.330002,98.379997,96.580002,96.790001,96.790001,7584700
12/09/2023,96.989998,97.169998,96.18,96.300003,96.300003,6307700
13/09/2023,96.300003,97.199997,95.660004,96.129997,96.129997,7140700
14/09/2023,96.720001,97.68,95.900002,97.190002,97.190002,7075300
15/09/2023,98.150002,98.150002,96.129997,96.260002,96.260002,10465700
18/09/2023,96,96.370003,95.279999,95.510002,95.510002,6946300
19/09/2023,95.040001,95.489998,94.410004,94.620003,94.620003,9386600
20/09/2023,93.970001,95.400002,93.830002,94.040001,94.040001,10274200
21/09/2023,93.419998,93.489998,91.480003,91.589996,91.589996,7958600
22/09/2023,91.580002,92.330002,90.550003,90.849998,90.849998,9289400
25/09/2023,90,90.849998,89.790001,90.599998,90.599998,8291700
26/09/2023,90,90.699997,89.779999,90.169998,90.169998,8060500
27/09/2023,90.559998,90.699997,89.209999,89.419998,89.419998,7631000
28/09/2023,89.099998,89.779999,88.660004,89.629997,89.629997,16315600
29/09/2023,99.370003,99.470001,94.620003,95.620003,95.620003,34920400
02/10/2023,96.199997,96.379997,93.730003,94.559998,94.559998,12776300
03/10/2023,94.32,96.050003,94.18,95.089996,95.089996,10964300
04/10/2023,95.580002,96.260002,95.120003,95.889999,95.889999,8045400
05/10/2023,95.790001,96.230003,95.279999,95.790001,95.790001,7430000
06/10/2023,95.790001,97.709999,95.059998,97.110001,97.110001,8531200
09/10/2023,96.779999,97.139999,95.919998,96.879997,96.879997,5964200
10/10/2023,97.25,98.860001,97.230003,97.620003,97.620003,8499000
11/10/2023,98.309998,98.949997,98.010002,98.650002,98.650002,7642900
12/10/2023,99.540001,100.050003,98.519997,99.25,99.25,10705200
13/10/2023,99.589996,100.849998,99.449997,99.910004,99.910004,8774700
16/10/2023,99.720001,102.580002,99.599998,102.040001,102.040001,10845400
17/10/2023,101.970001,103.589996,101.970001,103.010002,103.010002,9253800
18/10/2023,102.970001,103.900002,102.93,103.769997,103.769997,8757300
19/10/2023,103.769997,104.349998,102.849998,103.050003,103.050003,8391100
20/10/2023,103.32,103.769997,102.57,102.669998,102.669998,7814600
23/10/2023,102.129997,103.760002,101.769997,102.809998,102.809998,5966100
